company_name,investor_name
Smartzer,Charles Henri De Marignac
NoiseToys,Charles Huang
Incident Technologies,Charles Huang
"Kiwi, Inc.",Charles Huang
NextDigest,Charles Hudson
Incident Technologies,Charles Hudson
Bouf,Charles Jarvis
Aframe,Charles Leonard
Quid,Charles Lho
Drizly,Charles Meyer
NOWBOX,Charles Moldow
Swipely,Charles Moldow
CloudOn,Charles Moldow
Getable,Charles Moldow
Porch,Charles Moldow
Heyday,Charles Moldow
Inuvo,Charles Morgan
DietBetter,Charles Nottebohm
Cuutio Software,Charles Odinot
Blink Booking,Charles Petrucelli
Qwiqq,Charles Powell
Pearl.com,Charles Schwab
Pearl.com,Charles Schwab
LiquidPlanner,Charles Seybold
PayEase,Charles Skibo
Shelby.tv,Charles Smith
Shelby.tv,Charles Smith
numberFire,Charles Smith
Lover.ly,Charles Smith
Maker's Row,Charles Smith
Windowfarms,Charles Smith
Triggit,Charles Sprincin
DecisionDesk,Charles Stack
Innography,Charles Stryker
Muchness,Charles Tate
Playdek,Charles Yim
KeepTruckin,Charles Yim
Spartz,Charlie Anderson
Artsy,Charlie Cheever
Zenefits,Charlie Cheever
EagerPanda,Charlie Cheever
URX,Charlie Cheever
Cover Lockscreen,Charlie Cheever
Frontback,Charlie Cheever
Payoneer,Charlie Federman
Lightbox,Charlie Oppenheimer
Vamo,Charlie Songhurst
Banyan Branch,Chase Franklin
Remitly,Chase Franklin
PivotDesk,Chase Fraser
Drizly,Chase Garbarino
MyPrintCloud,Chase Intellectual Group
eToro,Chemi Peres
Page2Images,Chen Hu
YuMingle,Cheng Wu
"Splashtop, Inc",Cher Wang
Globa.li,Cheryl Rosner
Memebox,Chester Roh
Tapastic,Chester Roh
Kickserv,Chet Eccles
Ingk Labs,Cheyenne Jackson
Parature,Ching-Ho Fung
Noonswoon,Chintaka Ranatunga
nCino,Chip Mahan
Manpacks,Chipper Boulas
myEnergyPlatform.com,Chiranjeev Bordoloi
Stipple,Chris Ackerley
Skift,Chris Ahearn
Fatsoma,Chris Allen
YuMingle,Chris Baggott
Zoomy,Chris Bayley
HouseTab,Chris Braceland
oneforty,Chris Bucchere
Zeel,Chris Burch
DietBetter,Chris Burch
Bomoda,Chris Burch
Trendabl,Chris Burch
Poppin,Chris Burch
iovox,Chris Burke
Open Me,Chris Camacho
Payoff.com,Chris Carey
Plasmon,Chris Carragher
Save On Medical,Chris Christenberry
Gaston Labs,Chris Countryman
SPARQ,Chris DeVore
Habit Labs,Chris DeVore
Smore,Chris DeVore
MobileDevHQ,Chris DeVore
Shippable,Chris DeVore
Knewton,Chris Dixon
OMGPOP,Chris Dixon
Stack Exchange,Chris Dixon
Foursquare,Chris Dixon
Optimizely,Chris Dixon
Solve Media,Chris Dixon
Kickstarter,Chris Dixon
Canvas Networks,Chris Dixon
PandoDaily,Chris Dixon
Voxer LLC,Chris Dixon
Meddik,Chris Dixon
Behance,Chris Dixon
Stripe,Chris Dixon
MyVR,Chris Dixon
FundersClub,Chris Dixon
RebelMouse,Chris Dixon
42Floors,Chris Dixon
SmartThings,Chris Dixon
Picturelife,Chris Dixon
Kitchensurfing,Chris Dixon
Sift Science,Chris Dixon
Bondsy,Chris Dixon
Handshake,Chris Dixon
BloomReach,Chris Dixon
Oyster,Chris Dixon
Pure Nootropics,Chris Dz
Piethis.com,Chris Evdemon
Parse,Chris Fanini
HiringThing,Chris Finley
Boomi,Chris Fralic
Azullo,Chris Frost
Ellevation,Chris Gabrieli
Jangl SMS,Chris Hadsell
GonnaBe,Chris Hameetman
Stipple,Chris Harding
CapLinked,Chris Harris
HouseTab,Chris Hart
Chat Sports,Chris Herndon
CoinJar,Chris Hitchen
Breezy,Chris Hobbs
Disconnect,Chris Hobbs
Ocapo,Chris Hong
HouseTab,Chris Horan
Frontback,Chris Howard
Hightower,Chris Howard
Hightower,Chris Howard
Mindie,Chris Howard
Fancy,Chris Hughes
NationBuilder,Chris Hughes
NationBuilder,Chris Hughes
Upworthy,Chris Hughes
Namely,Chris Ingram
Classiphix,Chris Jaqulliard
Kickstarter,Chris Kaskie
Path,Chris Kelly
Galavantier,Chris Kelly
Evergram,Chris Kelly
Well,Chris Kelly
Streamweaver,Chris Kelly
LOYAL3,Chris Kelly
Organizer,Chris Kelly
Mavatar,Chris Kelly (Former Facebook CPO)
whoactually,Chris Kingsley
Endurance Lending Network,Chris Klomp
Snaptee,Chris Lee
Cloudability,Chris Logan
GlobeSherpa,Chris Logan
MobileRQ,Chris Logan
AthletePath,Chris Logan
URX,Chris Look
ExpertFlyer,Chris Lopinto
PowerInbox,Chris Lynch
twenty5media,Chris Mackie
EquityLancer,Chris Madeira
BrightFunnel,Chris Maeda
Acqua Telecom Ltd,Chris Mairs
Wave Telecom,Chris Marshall
Hullabalu,Chris McCann
Zoomdata,Chris McGill
Drizly,Chris Merrill
BabyList,Chris Messina
Spot formerly PlacePop,Chris Michel
BranchOut,Chris Michel
3D Robotics,Chris Michel
Scripted,Chris Michel
CheckInPage,Chris Miller
Lumi Mobile,Chris Morris
PeopLease,Chris Munro
Cover pay,Chris Muscarella
Adioso,Chris Nokleburg
Shutl,Chris Ohlund
Shutl,Chris Ohlund
Pingwyn,Chris Olsson
RadPad,Chris Ovitz
LockerDome,Chris Pronger
Kiip,Chris Redlitz
TextualAds,Chris Redlitz
Photobucket,Chris Sacca
Twitter,Chris Sacca
Auctomatic,Chris Sacca
Omnisio,Chris Sacca
Someecards,Chris Sacca
RescueTime,Chris Sacca
Tipjoy,Chris Sacca
Twilio,Chris Sacca
Bitly,Chris Sacca
RecordSetter,Chris Sacca
DailyBooth,Chris Sacca
FanBridge,Chris Sacca
SimpleGeo,Chris Sacca
Gowalla,Chris Sacca
Lookout,Chris Sacca
Hello Chair,Chris Sacca
Graphicly,Chris Sacca
Backupify,Chris Sacca
Hello Chair,Chris Sacca
GroupSpaces,Chris Sacca
Optimizely,Chris Sacca
Cardpool,Chris Sacca
Instagram,Chris Sacca
1000memories,Chris Sacca
dotCloud,Chris Sacca
AdGrok,Chris Sacca
Kickstarter,Chris Sacca
Message Bus,Chris Sacca
Milk,Chris Sacca
Embedly,Chris Sacca
Typekit,Chris Sacca
Twitter,Chris Sacca
AeroFS,Chris Sacca
RecordSetter,Chris Sacca
Liftopia,Chris Sacca
Gumroad,Chris Sacca
VHX,Chris Sacca
Streak,Chris Sacca
Blue Bottle Coffee,Chris Sacca
Chewse,Chris Sacca
FOBO,Chris Sacca
Medium,Chris Sacca
Blue Bottle Coffee,Chris Sacca
SnipSnap,Chris Saridakis
Mozaik Media,Chris Saye
ReelGenie,Chris Schroeder
Help Scout,Chris Sheehan
ProsperWorks,Chris Sundberg
Well,Chris Tolles
SocialBro,Chris Underhill
SocialBro,Chris Underhill
Laffster,Chris Williams
Audiam,Chris Woods
PBworks,Chris Yeh
PBworks,Chris Yeh
Ustream,Chris Yeh
RepairPal,Chris Yeh
AppJet,Chris Yeh
Postling,Chris Yeh
500Friends,Chris Yeh
Gizmo.com,Chris Yeh
LawPivot,Chris Yeh
Humanoid,Chris Yeh
Motion Math,Chris Yeh
CapLinked,Chris Yeh
Gaston Labs,Chris Yeh
NewsiT,Chrisman Iribe
MetroTech Net,Christan Kotscher
The Virtual Pulp Company,Christer Elmehagen
PayrollHero,Christian Cotichini
BuyWithMe,Christian Dahlen
Nearbuy Systems,Christian Dahlen
Aisle50,Christian Dahlen
Tylr Mobile,Christian Dahlen
ReadyPulse,Christian Dahlen
SlidePay,Christian Dahlen
HireArt,Christian Dahlen
Paystik,Christian Dahlen
Bizness Apps,Christian Friedland
HydroBuilder.com,Christian Friedland
Wappwolf,Christian H. Leeb
Bluefields,Christian Hernandez
WillCall,Christian Lawless
Tunaspot,Christian Nilsson
We R Interactive,Christian Purslow
Nanosolar,Christian Reitberger
Vitrina,Christian Ribeiro
GetYourGuide,Christian Saller
Todaytickets,Christian Tiessen
ResearchGate,Christian Vollmann
TrekkSoft,Christian Wenger
Stroho,Christien Louviere
Heyzap,Christina Brodbeck
GameCrush,Christina Brodbeck
Cue,Christina Brodbeck
inDinero,Christina Brodbeck
Tagstand,Christina Brodbeck
FOBO,Christina Brodbeck
Admazely,Christina Rind Helsbro
Taodyne,Christine de Dinechin
NewAer,Christine Herron
Skylabs,Christine Mingins
Reesio,Christine Tsai
Floqq,Christine Tsai
HAUL,Christine Tsai
ViralGains,Christine Tsai
CaseTrek,Christofer Solheim
Tape TV,Christoph Daniel
Diagnosia,Christoph Gelbmann
Zendesk,Christoph Janz
FreeAgent,Christoph Janz
Gengo,Christoph Janz
Geckoboard,Christoph Janz
FinanceAcar,Christoph Janz
HipWay,Christoph Janz
ShiftPlanning,Christoph Janz
ShiftPlanning,Christoph Janz
Server Density,Christoph Janz
Salonmeister GmbH,Christoph Maire
Salonmeister GmbH,Christoph Maire
TourRadar,Christoph Prinz
Diagnosia,Christoph Prinz
Cosmotourist,Christoph Rock
JFDI.Asia,Christoph Zrenner
Curioos,Christophe Chausson
Wheretoget,Christophe Chausson
txtr,Christophe F. Maire
plista,Christophe F. Maire
studdex,Christophe F. Maire
studentSN,Christophe F. Maire
studentSN,Christophe F. Maire
MK Payment Solutions GmbH,Christophe F. Maire
Loopcam,Christophe F. Maire
Zoobe,Christophe F. Maire
LÕArcoBaleno,Christophe Maire
Radionomy,Christophe Salanon
Kairos AR,Christopher Alden
Niche.co,Christopher Altchek
Weathermob,Christopher Austin
ScreenMedix,Christopher Bedford
Solavista,Christopher Brya
Tagasauris,Christopher Celeste
VelociData,Christopher Galvin
Laffster,Christopher Grey
Invested.in,Christopher Grey
Startup Genome,Christopher Grey
URX,Christopher Guest
SportsCrunch,Christopher J. Rouland
MyVR,Christopher Lien
ShopPad,Christopher Meyer
Goodreads,Christopher Michel
RepairPal,Christopher Michel
LabPixies,Christopher Michel
Connected,Christopher Michel
Vsnap,Christopher Mirabile
The Resumator,Christopher Muenchhoff
Pipedrive,Christopher Muenchhoff
Yatown,Christopher Nguyen
Bookacoach,Christopher Sargent
Brainbow,Christopher Spray
MOLI,Christos M. Cotsakos
EvoApp,Christy Shaffer
EvoApp,Christy Shaffer
Workable,Chrysanthos Chrysanthou
ParkAround,Chrysanthos Chrystanthou
Speak With Me,Chuck Arendt
Kurani Interactive,Chuck Chesler
JackPot Rewards,Chuck Clough
Loop Commerce,Chuck Geiger
Loop Commerce,Chuck Geiger
takokat,Chuck Murray
Brightfish,Chuck Yerneni
whereIstand.com,Chuck Zegar
Namo Media,Chung-Man Tam
ThirdLove,Chung-Man Tam
Distill,Chung-Man Tam
Apptimize,Chung-Man Tam
Wealthfront,Cipora Herman
Minutizer,Ciprian Berescu
Nearpod,Clarence So
ecomom,Clark Landry
CapLinked,Clark Landry
Gradient X,Clark Landry
Big Frame,Clark Landry
Scopely,Clark Landry
Chromatik,Clark Landry
ADOMIC (formerly YieldMetrics),Clark Landry
MomentFeed,Clark Landry
SRCH2,Clark Landry
The Idealists,Clark Landry
Juxta Labs,Clarke Miyasaki
To The Tops,Claude Bebier
Vtrim,Claudia K. Clark
Path,Claudio Chiuchiarelli
Needcheck,Claudio Venegas Raggio
Drivr,Claus Moseholm
Så_ Development,Claus Rosenberg Gotthard
Book'n'Bloom,Claus Rosenberg Gotthard
Book'n'Bloom,Claus Rosenberg Gotthard
Veenome,Clay DeGiacinto
Veenome,Clay DeGiacinto
Ensequence,Clay Mathile
Nuiku,Clay Young
CircleUp,Clayton Christensen
MyVR,Clem Bason
Socialspiel,Clemens Beer
Novapost,Cl_ment Buyse
Startup Genome,Clemente Germanetti
Qwiqq,Cleve Johnson
SoMoLend,Clifford Holekamp
LockerDome,Clifford Holekamp
Hatchbuck,Clifford Holekamp
Vungle,Clint Chao
Flomio,Clint Watson
Promoter.io,Clint Watson
Big Live,Clinton Wu
PlumTV,Clive Ng
Kijubi,Clive Owen
e-Booking.com,Colangelo Maurizio
SquareHub,Cole Brodman
Saltlick Labs,Colin Anawaty
Striiv,Colin Angle
Foodzie,Colin Evans
Extole,Colin Evans
Tripbod,Colin Hayhurst
iovox,Colin Long
Ensygnia,Colin Maltby
Soundwave,Colin Wiel
dbTwang,Colm Lyon
Hitpost,Colton Daines
oneforty,C™me Lagu‘
Trust Mico,Company Directors
CREOpoint,Confidential information
UniversityLyfe,Confidential information
MobiPixie,Confidential information
MusicSiren,Confidential information
CrossWorld Warranty,Confidential information
CrossWorld Warranty,Confidential information
SendinBlue,Confidential information
SendinBlue,Confidential information
Phorest,Conor Stanley
Intercom,Conor Stanley
Floqq,Conrado L—pez
WAYN,Constant Tedder
Printi,Constantin Bisanz
ALOHA,Constantin Bisanz
Cosmotourist,Constantin Wunn
iBuildApp,Constantine Filin
WillCall,Coran Capshaw
Plash Digital Labs,Corenelis Steyn
TEAM INTERVAL,Corey Ferengul
Ethical Electric,Corey Salka
BitPoster,Cormac Neill
Tracks.by,Cortez Bryant
SnowGate,Cory Finney
SupportLocal,Cory Lanou
Trendslide,Cory von Wallenstein
mobile melting gmbh,Coskun Tuna
turntable.fm,Courtney Holt
WealthyLife,Courtney Keen
Pinkdingo,Courtney Reum
Ministry of Supply,Craig Breslow
Skymarker,Craig Coblenz
BuzzMob,Craig Cogut
Punt Club,Craig Coleman
Rockford Foresters Baseball Team,Craig Drechtrah
Pertino,Craig Elliott
ShopPad,Craig Forman
Nonpareil,Craig Franklin
4-Tell,Craig Froude
Have to Have,Craig Hetherington
Coupay,Craig Hewett
Wanderu,Craig Lentzsch
Sokikom,Craig R. Barrett
Kickstarter,Craig Shapiro
Gobble,Craig Shapiro
Small Demons,Craig Shapiro
Getable,Craig Shapiro
Echolocation,Craig Sher
Scribd,Craig Sherman
SocialShield,Craig Sherman
Rev,Craig Sherman
WeDeliver,Craig Ulliott
Xero,Craig Winkler
Xero,Craig Winkler
Vend,Craig Winkler
Terrajoule,Craig Winkler
Whistle.co.uk,Crispin Henderson
Aver Informatics,Crista Wojack
Furn_sh,Cristian Petschen
Doochoo,Cristiano Carlutti
siamosoci,cristiano esclapon
Global Online Devices,Cristina Juesas
Belanit,Cristobal Pertuze
Tubaloo,Cristobal Vigil
Tubaloo,Cristobal Vigil
Cazoomi,Cristy Aquino
Gini,Crowdfunding (through Seedmatch)
Chromatik,Csaba Konkoly
The Idealists,Csaba Konkoly
Namely,Curt Viebranz
Soundflavor,Curt Widdoes
Payoff.com,Curtis Arnold
Mazree,Curtis McEntire
LegalGuru,Curtis Wolfe
Relationship Science,CV Starr
Zivity,Cyan Banister
EQAL,Cyan Banister
OtherInbox,Cyan Banister
Hot Potato,Cyan Banister
Mimoco,Cyan Banister
Thumbtack,Cyan Banister
GameCrush,Cyan Banister
Uber,Cyan Banister
TekTrak,Cyan Banister
AppStack,Cyan Banister
TenderTree,Cyan Banister
MightyText,Cyan Banister
PhoneTell,Cyan Bannister
Gobbler,Cynthia Watts
FÌ©vrier 46,Cyril Vart
Curse,Cyril Vermeulen
happyview,Cyril Vermeulen
RewardMe,D.J Martin
Striiv,Dado Banatao
Dennoo,Daisuke Nagata
BuildZoom,Dakin Sloss
AuditFile.com,Dakin Sloss
appening,Dale Amler
MOVE Guides,Dale Murray
MOVE Guides,Dale Murray
CitySourced,Dale Okuno
Kind Intelligence,Dale Zylman
URX,Dalton Caldwell
Lob,Dalton Caldwell
Christophe & Co,Damian Greco
Sumavisos,Damian Voltes
Sonico,Damian Voltes
Paddle8,Damien Hirst
Referly,Damien Tanner
Mattermark,Damien Tanner
Ingk Labs,Damion Hankejh
Loom,Damon Way
AgLocal,Dan Carroll
ttwick,Dan Casey
Veenome,Dan Chapin - Google
Modria,Dan Ciporin
Retrofit,Dan Clifford
Dekko,Dan Conway
Thalmic Labs,Dan Debow
Bionym,Dan Debow
Gamify,Dan Dodge
4INFO,Dan Ehrman
4INFO,Dan Ehrman
ClearMyMail,Dan Field
Nettwerk Music Group,Dan Fraser
StyleCaster,Dan Gilbert
Bluefin Labs,Dan Gilbert
Sociocast,Dan Gilbert
Wikia,Dan Gillmor
Seesmic,Dan Gillmor
Flowtown,Dan Gould
CoderBuddy,Dan Gould
VictorOps,Dan Jones
Iterasi,Dan Lynch
Retrofit,Dan Malven
Worldly Developments,Dan Martell
Foodspotting,Dan Martell
HighScore House,Dan Martell
Manpacks,Dan Martell
LeadSift,Dan Martell
Intercom,Dan Martell
Sprig,Dan Martell
PayrollHero,Dan Martello
500Friends,Dan Martin
SocialRadar,Dan Mindus
my4oneone,Dan Morovick
Trada,Dan Murray
Big Frame,Dan Murray
e27,Dan Neary
Producteev,Dan Porter
SocialFlow,Dan Porter
SocialSignIn,Dan Porter
Sittercity,Dan Ratner
Gobbler,Dan Rose
FundersClub,Dan Rose
ZenPayroll,Dan Rose
DudaMobile,Dan Rose
Domo,Dan Rose
Panna,Dan Rose
Aviate,Dan Rose
Binary Thumb,Dan Rose
Shadow Puppet,Dan Rose
Shyp,Dan Rose
Kickstarter,Dan Rosensweig
BlackJet,Dan Rosensweig
Deal Co-op,Dan Saul
Think Big Analytics,Dan Scheinman
Treasure Data,Dan Scheinman
Zoom Video Communications,Dan Scheinman
Duetto,Dan Scholnick
Duetto,Dan Scholnick
Inkd.com,Dan Shapiro
Vizify,Dan Shapiro
Smore,Dan Shapiro
Apptentive,Dan Shapiro
Everpath,Dan Shapiro
Warwick Analytics,Dan Somers
Pear (formerly Apparel Media Group),Dan Toscano
Pear (formerly Apparel Media Group),Dan Toscano
Foundshopping.com,Dana Buys
Apptimize,Dana Marotto
JoyTunes,Dana Messina
GoSave,Dane McLeod
Soft Tissue Regeneration,Dane Miller
Nutmeg,Daniel Aegerter
12Society,Daniel Broukhim
fflick,Daniel Burka
aroundtheway,Daniel C. Vassallo
SocialRadar,DANIEL CANE
OpenLabel,Daniel Chou
Peer39,Daniel Ciporin
EvoTronix,Daniel Davidson
GoInstant,Daniel Debow
Onepager,Daniel Eskapa
ToutApp,Daniel Eskapa
Artsicle,Daniel Eskapa
Global Online Devices,Daniel Fernandez
Kimbia,Daniel Gillett
Ulabox,Daniel Gimenez
conXt,Daniel Greenberg
SmallRivers,Daniel Gutenberg
Grantoo,Daniel Hechter
MakieLab,Daniel James
Lernstift,Daniel Kaesmacher
RedLasso,Daniel Keating III
Donordonut,Daniel Kim
Zet Universe,Daniel Kornev
Lime&Tonic,Daniel Lynch
TVShow Time,Daniel Marhely
edjing,Daniel Marhely
Minicabster,Daniel McPherson
Chippmunk,Daniel Murray
Datical,Daniel Nelson
Icanbesponsored,Daniel Ortiz
bodaplanes,Daniel Ortiz
CLIPPATE,Daniel Presman
hive01,Daniel Rebhorn
Startup Genome,Daniel Recanati
Dopplr,Daniel Sachs
Marketecture,Daniel Sampson
SocialSci,Daniel Saul
IDINCU,Daniel Shin
mon.ki,Daniel Undurraga
Bombfell,Daniel Wallace
OnTheGo Platforms,Daniel Weller
fromAtoB,Daniel Wild
Qmerce,Daniel Zadok
VideoGenie,Daniel Zumino
mon.ki,Daniel Zumino
MemberPlanet,Dann Angelof
Application Craft,Danny Aegerter
RockLive,Danny Davis (McCallon)
Pathways Platform,Danny Gutknecht
Qloo,Danny Masterson
Carousell,Danny Oei Wirianto
Factual,Danny Rimer
TweetDeck,Danny Rimer
Swipely,Danny Rimer
CasterStats,Dany Donnen
GoNabit,Dany Farha
NextPrinciples,Darcy Lalonde
Strategy Store,Daria Timoshchuk
Homejoy,Darian Shirazi
MessageMe,Darian Shirazi
Sprig,Darian Shirazi
Radius Inc.,Darian Shirazi
siamosoci,dario giudici
Prestiamoci,Dario Levi
Karo Internet,Dario Suter
Tape TV,Dario Suter
Versus,Dario Suter
Zoobe,Dario Suter
Flimmer,Dario Suter
JFDI.Asia,Darius Cheung
AppyZoo,Darius Cheung
Carousell,Darius Cheung
SimpleGeo,Darius Contractor
Calm,Darius Contractor
Calm,Darran Garnham
Frogmetrics,Darrell Silver
Thinkful,Darrell Silver
Slime Sandwich,Darren Crystal
Path101,Darren Herman
AGLOGIC,Darren Mcmillan
Punt Club,Darren Patterson
Sopogy,Darren T. Kimura
HouseTab,Darren Wolfberg
SupportLocal,Darrin Ginsberg
Higgle,Darryl Berger
NewsBasis,Darryl Siry
DietBetter,Darryl Wash
Wave Telecom,Daryl Khan
TeachStreet,Daryn Nakhuda
collegefeed,Das Narayandas
Artsy,Dasha Zhukova
Artsy,Dasha Zhukova
Placester,Dave Anderson
FitnessKeeper,Dave Balter
Promoboxx,Dave Balter
Promoboxx,Dave Balter
Evo.com,Dave Berkus
Therapydia,Dave Brown
Mocavo,Dave Carlson
GoChime,Dave Carlson
Highlighter,Dave Carlson
Rapt Media,Dave Carlson
DailyWorth,Dave Cohen
"BabyJunk, Inc",Dave Concannon
zozi,Dave Dolby
zozi,Dave Dolby
zozi,Dave Dolby
Workday,Dave Duffield
Workday,Dave Duffield
Tidemark Systems,Dave Duffield
Zuora,Dave Duffield
Cover pay,Dave Eisenberg
Building Robotics,Dave Eisenberg
Cover Lockscreen,Dave Girouard
Rant Media Network Inc.,Dave Gotsch
Scoot Networks,Dave Graham
Koalify,Dave Heller
StyleSeek,Dave Hoover
StyleSeek,Dave Hoover
EvntLive,Dave House
Skyscraper,Dave Johnson
Datahero,Dave Kellogg
numberFire,Dave Lerner
Skyscraper,Dave Lerner
Contently,Dave Lerner
Tracks.by,Dave Maestri
SpaceCraft,Dave Marmonti
Mint.com,Dave McClure
EventVue,Dave McClure
Mashery,Dave McClure
Mill River Labs,Dave McClure
Mashery,Dave McClure
TeachStreet,Dave McClure
Simply Hired,Dave McClure
Twilio,Dave McClure
Space Pencil,Dave McClure
WePay,Dave McClure
Graphicly,Dave McClure
Gengo,Dave McClure
oneforty,Dave McClure
Recurly,Dave McClure
Linkdex,Dave McClure
Crocodoc,Dave McClure
Worldly Developments,Dave McClure
Postling,Dave McClure
ecomom,Dave McClure
AwayFind,Dave McClure
SiteJabber,Dave McClure
InternMatch,Dave McClure
Textingly,Dave McClure
Formative Labs,Dave McClure
Wander (f. YongoPal),Dave McClure
Zappli,Dave McClure
TextualAds,Dave McClure
Chirply,Dave McClure
Road Hero,Dave McClure
Moonfruit,Dave McClure
Habit Labs,Dave McClure
Rewardli,Dave McClure
Rentlord,Dave McClure
IMRSV,Dave McClure
Mocavo,Dave McClure
CoderBuddy,Dave McClure
Farmeron,Dave McClure
DailyWorth,Dave McClure
BizeeBee,Dave McClure
Manpacks,Dave McClure
ecomom,Dave McClure
SimpleHoney,Dave McClure
Farmeron,Dave McClure
Behance,Dave McClure
ToutApp,Dave McClure
64 Pixels,Dave McClure
Nuzzel,Dave McClure
42Floors,Dave McClure
InternMatch,Dave McClure
Loku,Dave McClure
Virool,Dave McClure
ERPLY,Dave McClure
Stormpulse,Dave McClure
Happy Inspector,Dave McClure
School Admissions,Dave McClure
Social Tables,Dave McClure
HAUL,Dave McClure
Goldbely,Dave McClure
Mattermark,Dave McClure
ViralGains,Dave McClure
Pick1,Dave McClure
Pogoseat,Dave McClure
Koozoo,Dave Moellenhoff
Pinch Media,Dave Morgan
Pictela,Dave Morgan
Extension Entertainment,Dave Morgan
Tapad,Dave Morgan
Extension Entertainment,Dave Morgan
Shelby.tv,Dave Morgan
Fab.com,Dave Morgan
Namely,Dave Morgan
Namely,Dave Morgan
CasaHop,Dave Morgan
Shelby.tv,Dave Morgan
Ombu,Dave Morgan
Foodzie,Dave Morin
Hot Potato,Dave Morin
Venmo,Dave Morin
Formspring,Dave Morin
Open Places,Dave Morin
Wavii,Dave Morin
Foodspotting,Dave Morin
BranchOut,Dave Morin
Birchbox,Dave Morin
Artsy,Dave Morin
Wanderfly,Dave Morin
Faction Skis,Dave Morin
Yobongo,Dave Morin
Milk,Dave Morin
Snapguide,Dave Morin
Hearsay Social,Dave Morin
Liftopia,Dave Morin
Percolate,Dave Morin
Everlane,Dave Morin
NationBuilder,Dave Morin
StyleSeat,Dave Morin
Wantful,Dave Morin
Circa,Dave Morin
Couple,Dave Morin
Behance,Dave Morin
Betable,Dave Morin
Lulu,Dave Morin
Crowdtilt,Dave Morin
Organizer,Dave Morin
Sunrise,Dave Morin
SocialRadar,Dave Morin
Evo.com,Dave Morin
Hangtime,Dave Morin
FOBO,Dave Morin
Mindie,Dave Morin
OtherInbox,Dave Nakayama
Odeo,Dave Pell
RethinkDB,Dave Pell
Getable,Dave Pell
Signature,Dave Pell
TeachStreet,Dave Richards
Yobongo,Dave Roux
YouWeb,Dave Roux
Pluto Media,Dave Roux
TeachStreet,Dave Schappell
TeachStreet,Dave Schappell
TeachStreet,Dave Schappell
Everpath,Dave Schappell
OnTheGo Platforms,Dave Shapiro
Confer,Dave Spector
Confer,Dave Spector
60mo,Dave Spector
60mo,Dave Spector
TubeMogul,Dave Toth
YouWeb,Dave Whorton
Aframe,David Abbott
PLAXD,David and Daniil Liberman
Mozaik Media,David and Stacy Porteus
Precision Health Media,David Arcara
Evisors,David Arcara
Allocadia,David Arnsdorf
Drippler,David Assia
LawPivot,David Austin
MoSync,David Axmark
RapidMiner,David Axmark
BitInstant,David Azar
Tykoon,David Bach
Kitchensurfing,David Barber
Amplify.LA,David Baron
ReelGenie,David Bell
SocioSquare,David Bell
MixRank,David Beyer
Manpacks,David Beyer
Switchcam,David Beyer
SRCH2,David Beyer
Stormpulse,David Beyer
Harvest Power,David Blood
isocket,David Blumberg
Kabbage,David Bonderman
Mocavo,David Bonderman
Kabbage,David Bonderman
UrgentRx,David Bonderman
EventVue,David Brown
madKast,David Brown
Foodzie,David Brown
Minicabster,David Buttress
Mocavo,David Calone
Moveline,David Calone
Shareaholic,David Cancel
Next Big Sound,David Cancel
Rapportive,David Cancel
Locately,David Cancel
Storenvy,David Cancel
Help Scout,David Cancel
Disconnect,David Cancel
Socialite,David Carman
Invested.in,David Carter
At The Pool,David Carter
My Dog Bowl,David Caster
Well.ca,David Ceolin
Akoha,David Chamandy
Crashlytics,David Chang
Aster Data Systems,David Cheriton
Aster Data Systems,David Cheriton
Altobeam,David Cheriton
Cambridge Communication Systems,David Cleevely
Intercom,David Coallier
Trustev,David Coallier
Statwing,David Coallier
EventVue,David Cohen
madKast,David Cohen
Filtrbox,David Cohen
Twilio,David Cohen
Foodzie,David Cohen
StockTwits,David Cohen
Devver,David Cohen
isocket,David Cohen
UpNext,David Cohen
SimpleGeo,David Cohen
ReTel Technologies,David Cohen
Next Big Sound,David Cohen
SendGrid,David Cohen
Twilio,David Cohen
Graphicly,David Cohen
IntenseDebate,David Cohen
Oblong Industries,David Cohen
Worldly Developments,David Cohen
Postling,David Cohen
SendGrid,David Cohen
SocialSci,David Cohen
Marginize,David Cohen
GroupMe,David Cohen
Orbotix,David Cohen
Kapost,David Cohen
OneTrueFan,David Cohen
ADstruc,David Cohen
Uber,David Cohen
Tap.Me,David Cohen
MileWise,David Cohen
Storenvy,David Cohen
GiveForward,David Cohen
DailyWorth,David Cohen
ThinkNear,David Cohen
Baydin,David Cohen
Red Rover,David Cohen
Kohort,David Cohen
