company_name,investor_name,investor_category_code,funded_year
Blinkiverse,HAXLR8R,,2013
Babybe,HAXLR8R,,2013
Dustcloud,HAXLR8R,,2013
Vigo,HAXLR8R,,2013
LightUp,HAXLR8R,,2013
WearPoint,HAXLR8R,,2013
Everpurse,HAXLR8R,,2013
Petcube,HAXLR8R,,2013
Palette,HAXLR8R,,2013
Notch,HAXLR8R,,2013
Roadie,HAXLR8R,,2013
Curio,HAXLR8R,,2013
b-datum,Haya,,2013
Hired,Haystack,,2013
Paddle8,Haystack,,2013
Gyft,Haystack,,2013
Ad Hoc Labs,Haystack,,2013
DoorDash,Haystack,,2013
Nettwerk Music Group,HBC Investments,,2013
Clicks2Customers,HBD Venture Capital,,2007
orderTalk,HBD Venture Capital,,2008
Fundamo (Proprietary),HBD Venture Capital,,2007
EUSA Pharma,HBK Investments,,2006
ProtAb,HBL Hadasit Bio Holdings,,2010
ESBATech,HBM BioCapital,,2008
MTM Laboratories,HBM BioCapital,,2009
ESBATech,HBM BioCapital,,2006
Delenex Therapeutics,HBM BioCapital,,2010
Delenex Therapeutics,HBM BioCapital,,2011
ESBATech,HBM BioVentures,,2008
Zosano Pharma,HBM BioVentures,,2007
ChemoCentryx,HBM BioVentures,,2004
Zosano Pharma,HBM BioVentures,,2009
ChemoCentryx,HBM BioVentures,,2007
Pelikan Technologies,HBM BioVentures,,2007
Kolltan Pharmaceuticals,HBM BioVentures,,2009
Lux Biosciences,HBM BioVentures,,2009
Nabriva Therapeutics,HBM BioVentures,,2010
Probiodrug,HBM BioVentures,,2009
Ophthotech,HBM BioVentures,,2009
PTC Therapeutics,HBM BioVentures,,2009
MTM Laboratories,HBM BioVentures,,2009
MTM Laboratories,HBM BioVentures,,2003
Agensys,HBM BioVentures,,2007
Adnexus,HBM BioVentures,,2007
BaroFold,HBM BioVentures,,2007
Sloning BioTechnology,HBM BioVentures,,2007
ESBATech,HBM BioVentures,,2006
ChemoCentryx,HBM BioVentures,,2006
Genizon BioSciences,HBM BioVentures,,2006
Nereus Pharmaceuticals,HBM BioVentures,,2010
Mpex Pharmaceuticals,HBM BioVentures,,2005
PTC Therapeutics,HBM BioVentures,,2005
Sloning BioTechnology,HBM BioVentures,,2005
Cylene Pharmaceuticals,HBM BioVentures,,2007
Cylene Pharmaceuticals,HBM BioVentures,,2010
MTM Laboratories,HBM BioVentures,,2010
Vivacta,HBM BioVentures,,2010
Delenex Therapeutics,HBM BioVentures,,2011
Ellipse Technologies,HBM BioVentures,,2011
Probiodrug,HBM BioVentures,,2012
PTC Therapeutics,HBM BioVentures,,2012
Kolltan Pharmaceuticals,HBM BioVentures,,2008
Delenex Therapeutics,HBM BioVentures,,2013
MiCardia Corporation,HBM BioVentures,,2006
MiCardia Corporation,HBM BioVentures,,2008
Gemin X Pharmaceuticals,HBM Partners,,2008
Odyssey Thera,HBM Partners,,2013
Gynesonics,HBM Partners,,2013
Explara.com,HBS Alumni Angels,,2013
Explara.com,HBS Alumni Angels,,2013
HiperScan,HCS Beteiligungsgesellschaft,,2013
Tyfone,HDFC Holdings,,2010
Cambrios Technologies,Headland Ventures,,2009
Cambrios Technologies,Headland Ventures,,2005
ViaCyte,Headland Ventures,,2006
Votigo,Headwaters Holdings,,2007
Healios K.K,Healios Investment,,2013
MobileMD,Health Enterprise Partners,,2010
eVariant,Health Enterprise Partners,,2011
Privia Health,Health Enterprise Partners,,2012
ContinuumRx,Health Enterprise Partners,,2012
Vitals (vitals.com),Health Enterprise Partners,,2013
Trinity Pharma Solutions,Health Enterprise Partners,,2013
AllyAlign Health,Health Enterprise Partners,,2014
Foundation Radiology Group,Health Evolution Partners,,2009
CambridgeSoft,Health Evolution Partners,,2009
Prolacta Bioscience,Health Evolution Partners,,2011
CH Mack,Health Foundation of Greater Cincinnati,,2007
Direct Dermatology,Health Innovation Fund,,2011
Invivio Link,Health Insight Capital,,2012
Vitals (vitals.com),"Health Venture Group, LLC",,2008
Lumavita,HealthCap,,2009
ChemoCentryx,HealthCap,,2004
BeneChill,HealthCap,,2009
Pulmonx,HealthCap,,2010
Tengion,HealthCap,,2007
OxThera,HealthCap,,2007
Immune Targeting Systems,HealthCap,,2010
Tengion,HealthCap,,2006
BONESUPPORT,HealthCap,,2006
Resistentia Pharmaceuticals,HealthCap,,2006
Oncos Therapeutics,HealthCap,,2010
FerroKin Biosciences,HealthCap,,2010
Five Prime Therapeutics,HealthCap,,2005
Tengion,HealthCap,,2005
PTC Therapeutics,HealthCap,,2005
OxThera,HealthCap,,2005
Cerenis Therapeutics,HealthCap,,2010
Cardoz,HealthCap,,2010
Nexstim,HealthCap,,2011
Ultragenyx Pharmaceutical,HealthCap,,2011
BONESUPPORT,HealthCap,,2011
SpineVision,HealthCap,,2011
BONESUPPORT,HealthCap,,2012
Ultragenyx Pharmaceutical,HealthCap,,2012
TearScience,HealthCare Royalty Partners,,2013
Suneva Medical,HealthCare Royalty Partners,,2014
Suneva Medical,HealthCare Royalty Partners,,2014
VaxInnate,HealthCare Ventures,,2009
Trevena,HealthCare Ventures,,2008
Seahorse Bioscience,HealthCare Ventures,,2009
Proteostasis Therapeutics,HealthCare Ventures,,2008
Xanodyne,HealthCare Ventures,,2009
Catalyst Biosciences,HealthCare Ventures,,2008
PharmAthene,HealthCare Ventures,,2009
Stemgent,HealthCare Ventures,,2009
Seahorse Bioscience,HealthCare Ventures,,2010
Radius Health,HealthCare Ventures,,2007
Sequoia Pharmaceuticals,HealthCare Ventures,,2007
Ascent Therapeutics,HealthCare Ventures,,2007
Avidia,HealthCare Ventures,,2006
VaxInnate,HealthCare Ventures,,2006
Catalyst Biosciences,HealthCare Ventures,,2006
Promedior,HealthCare Ventures,,2006
Foldrx Pharmaceuticals,HealthCare Ventures,,2010
Sequoia Pharmaceuticals,HealthCare Ventures,,2005
Trevena,HealthCare Ventures,,2010
Stemgent,HealthCare Ventures,,2011
Theraclone Sciences,HealthCare Ventures,,2010
TetraLogic Pharmaceuticals,HealthCare Ventures,,2010
Anchor Therapeutics,HealthCare Ventures,,2010
DecImmune Therapeutics,HealthCare Ventures,,2010
Dicerna Pharmaceuticals,HealthCare Ventures,,2010
CellNovo,HealthCare Ventures,,2011
nanoMR,HealthCare Ventures,,2011
Mosaic Biosciences,HealthCare Ventures,,2011
Radius Health,HealthCare Ventures,,2011
Pathogenetix,HealthCare Ventures,,2011
Tensha Therapeutics,HealthCare Ventures,,2011
Cleveland HeartLab,HealthCare Ventures,,2011
Pathogenetix,HealthCare Ventures,,2011
Sensors for Medicine and Science,HealthCare Ventures,,2011
Radius Health,HealthCare Ventures,,2008
Radius Health,HealthCare Ventures,,2012
Promedior,HealthCare Ventures,,2012
GITR,HealthCare Ventures,,2012
DecImmune Therapeutics,HealthCare Ventures,,2013
Theraclone Sciences,HealthCare Ventures,,2013
Catalyst Biosciences,HealthCare Ventures,,2013
Pathogenetix,HealthCare Ventures,,2013
OrthoAccel Technologies,HealthpointCapital,,2012
OrthoAccel Technologies,HealthpointCapital,,2014
Niveus Medical,HealthTech Capital,,2011
PharmaSecure,HealthTech Capital,,2011
WellnessFX,HealthTech Capital,,2010
Cadence Biomedical,HealthTech Capital,,2012
Cadence Biomedical,HealthTech Capital,,2012
CareinSync,HealthTech Capital,,2012
Omada Health,HealthTech Capital,,2013
Butterfly Health,HealthTech Capital,,2013
Mature Women's Health Solutions,HealthTech Capital,,2012
Neocis,HealthTech Capital,,2012
Wildflower Health,HealthTech Capital,,2013
MyHealthTeams,HealthTech Capital,,2013
InfoBionic,HealthTech Capital,,2013
Jingle Networks,Hearst Ventures,,2006
Surphace,Hearst Ventures,,2006
Pandora Media,Hearst Ventures,,2005
Brightcove,Hearst Ventures,,2005
Brightcove,Hearst Ventures,,2007
MobiTV,Hearst Ventures,,2006
Sling Media,Hearst Ventures,,2004
Sling Media,Hearst Ventures,,2005
E Ink,Hearst Ventures,,2000
Jingle Networks,Hearst Ventures,,2008
First30Days,Hearst Ventures,,2007
"TurnHere, Inc.",Hearst Ventures,,2008
WideOrbit,Hearst Ventures,,2002
WideOrbit,Hearst Ventures,,2008
BuzzFeed,Hearst Ventures,,2008
Spire,Hearst Ventures,,2008
WideOrbit,Hearst Ventures,,2008
Gather,Hearst Ventures,,2006
Double Fusion,Hearst Ventures,,2006
Jingle Networks,Hearst Ventures,,2009
VoxPop Network Corporation,Hearst Ventures,,2009
Gather,Hearst Ventures,,2009
The NewsMarket,Hearst Ventures,,2009
IGG,Hearst Ventures,,2008
HootSuite,Hearst Ventures,,2009
E Ink,Hearst Ventures,,1998
Brightcove,Hearst Ventures,,2010
BuzzFeed,Hearst Ventures,,2010
"TurnHere, Inc.",Hearst Ventures,,2010
Gazillion Entertainment,Hearst Ventures,,2010
Local.com,Hearst Ventures,,2007
XM Radio,Hearst Ventures,,2002
Miso,Hearst Ventures,,2010
Savored,Hearst Ventures,,2011
iVillage,Hearst Ventures,,2001
Drugstore.com,Hearst Ventures,,2001
WorldWide Biggies,Hearst Ventures,,2007
Broadcast.com,Hearst Ventures,,1998
HootSuite,Hearst Ventures,,2011
Yieldex,Hearst Ventures,,2011
Miso,Hearst Ventures,,2011
BuzzFeed,Hearst Ventures,,2012
Stylus Media,Hearst Ventures,,2012
NEXAGE,Hearst Ventures,,2012
RAMP Holdings,Hearst Ventures,,2012
Science,Hearst Ventures,,2013
Relationship Science,Hearst Ventures,,2010
Roku,Hearst Ventures,,2013
Relationship Science,Hearst Ventures,,2013
Swirl,Hearst Ventures,,2013
HepatoChem,Heartland Bridge Capital,,2011
Firefly Energy,Heartland Capital Network,,2006
Quigo,Hebrew University Retirement Fund,,2007
Wallix,Hedera Finances,,2009
La Cartoonerie,Hedera Finances,,2007
Leosphere,Hedera Finances,,2007
MTM Laboratories,Heidelberg Innovation,,1999
Vasopharm,Heidelberg Innovation,,2006
Vasopharm,Heidelberg Innovation,,2013
Amp'd Mobile,Heights Capital Management,,2007
EUSA Pharma,Heights Capital Management,,2007
EUSA Pharma,Heights Capital Management,,2006
Sipex Corporation,Heights Capital Management,,2006
Senesco Technologies,Heights Capital Management,,2010
SinoHub,Heights Capital Management,,2010
Raptor Pharmaceuticals,Heights Capital Management,,2010
Oncothyreon,Heights Capital Management,,2010
Amp'd Mobile,Heights Capital Management,,2006
Loopcam,Heilemann Ventures,,2012
Scondoo,Heilemann Ventures,,2013
Vamos,Heilemann Ventures,,2012
Happy Kidz,Heilemann Ventures,,2011
JustBook,Heilemann Ventures,,2012
Sanguine BioSciences,Heliant Ventures,,2013
Fulcrum SP Materials,Heliant Ventures,,2012
Silentium,Heliant Ventures,,2012
Silentium,Heliant Ventures,,2012
PubMatic,Helion Venture Partners,,2009
PubMatic,Helion Venture Partners,,2008
Gridstone Research,Helion Venture Partners,,2008
Jivox,Helion Venture Partners,,2008
GupShup,Helion Venture Partners,,2008
MakeMyTrip.com,Helion Venture Partners,,2007
MakeMyTrip.com,Helion Venture Partners,,2006
Azure Power,Helion Venture Partners,,2008
Global Talent Track,Helion Venture Partners,,2009
SMS GupShup,Helion Venture Partners,,2010
Kirusa,Helion Venture Partners,,2007
GupShup,Helion Venture Partners,,2010
ZManda,Helion Venture Partners,,2007
Hurix Systems Private,Helion Venture Partners,,2007
Azure Power,Helion Venture Partners,,2010
PubMatic,Helion Venture Partners,,2010
Jivox,Helion Venture Partners,,2010
Komli Media,Helion Venture Partners,,2010
Exclusively.in,Helion Venture Partners,,2010
LetsBuy.com,Helion Venture Partners,,2011
Komli Media,Helion Venture Partners,,2011
BlueStacks,Helion Venture Partners,,2011
Exclusively.in,Helion Venture Partners,,2011
TaxiForSure.com,Helion Venture Partners,,2012
PubMatic,Helion Venture Partners,,2012
Komli Media,Helion Venture Partners,,2012
hoopos.com,Helion Venture Partners,,2011
Dhingana,Helion Venture Partners,,2012
Shubham Housing Development Finance Company,Helion Venture Partners,,2012
ShopClues.com,Helion Venture Partners,,2013
Seclore,Helion Venture Partners,,2013
TaxiForSure.com,Helion Venture Partners,,2013
Simplilearn,Helion Venture Partners,,2013
mygola,Helion Venture Partners,,2013
Komli Media,Helion Venture Partners,,2013
Komli Media,Helion Venture Partners,,2008
LinguaNext,Helion Venture Partners,,2014
MySmartPrice,Helion Venture Partners,,2014
Eye-Q,Helion Venture Partners,,2014
Confluence Life Sciences,Helix Fund,,2012
Coherus Biosciences,Helix Ventures,,2013
Cymbet,Helmet Capital,,2010
Verona Pharma,Henderson Global Investors,,2012
Proterra,Hennessey Capital,,2012
Proterra,Hennessey Capital,,2014
ACM Capital Partners,Hennessey Capital,,2013
Wakoopa,HENQ Invest,,2008
MADS,HENQ Invest,,2007
Videostrip,HENQ Invest,,2008
Myngle,HENQ Invest,,2008
CWR Mobility,HENQ Invest,,2011
Seedcamp,HENQ Invest,,2011
Campalyst,HENQ Invest,,2012
SEOshop Group B.V.,HENQ Invest,,2013
StudyTube,HENQ Invest,,2013
ActSocial,Hera Capital,,2013
Info,Herald Ventures,,2004
Enigmatec,Herald Ventures,,2008
Antenova,Herald Ventures,,2008
Enigmatec,Herald Ventures,,2007
CriticalBlue,Herald Ventures,,2008
CriticalBlue,Herald Ventures,,2006
CriticalBlue,Herald Ventures,,2003
Green Plug,Herald Ventures,,2010
CriticalBlue,Herald Ventures,,2007
CriticalBlue,Herald Ventures,,2006
PrecisionPoint Software,Herald Ventures,,2006
Green Plug,Herald Ventures,,2012
Celoxica,Herald Ventures,,2005
Sphere Medical Holding,Herald Ventures,,2006
Celoxica,Herald Ventures,,2007
Celoxica,Herald Ventures,,2008
Celoxica,Herald Ventures,,2010
Celoxica,Herald Ventures,,2012
i-nexus,Herald Ventures,,2008
Blurb,Hercules Technology Growth Capital,,2008
WildTangent,Hercules Technology Growth Capital,,2007
RazorGator,Hercules Technology Growth Capital,,2005
RazorGator,Hercules Technology Growth Capital,,2006
hi5,Hercules Technology Growth Capital,,2007
Glam Media,Hercules Technology Growth Capital,,2008
Cozi Group,Hercules Technology Growth Capital,,2008
PSS Systems,Hercules Technology Growth Capital,,2007
IKANO Communications,Hercules Technology Growth Capital,,2007
Intelliden,Hercules Technology Growth Capital,,2007
Atrenta,Hercules Technology Growth Capital,,2006
RazorGator,Hercules Technology Growth Capital,,2009
Kadoink,Hercules Technology Growth Capital,,2008
E-Band Communications,Hercules Technology Growth Capital,,2009
Transcept Pharmaceuticals,Hercules Technology Growth Capital,,2007
Propel Fuels,Hercules Technology Growth Capital,,2010
InfoLogix,Hercules Technology Growth Capital,,2010
Memory Pharmaceuticals,Hercules Technology Growth Capital,,2007
Compete,Hercules Technology Growth Capital,,2006
iWatt,Hercules Technology Growth Capital,,2006
Reply! Inc.,Hercules Technology Growth Capital,,2010
Atrenta,Hercules Technology Growth Capital,,2005
UNIFY,Hercules Technology Growth Capital,,2010
AVEO Pharmaceuticals,Hercules Technology Growth Capital,,2010
PolyMedix,Hercules Technology Growth Capital,,2010
Cornice,Hercules Technology Growth Capital,,2005
AGEIA Technologies,Hercules Technology Growth Capital,,2005
Omrix Biopharmaceuticals,Hercules Technology Growth Capital,,2005
Alphabet Energy,Hercules Technology Growth Capital,,2012
Intelliject,Hercules Technology Growth Capital,,2012
CapLinked,Hercules Technology Growth Capital,,2012
just.me,Hercules Technology Growth Capital,,2012
Medrobotics,Hercules Technology Growth Capital,,2013
Anacor Pharmaceutical,Hercules Technology Growth Capital,,2013
Rockwell Medical,Hercules Technology Growth Capital,,2013
BioAmber,Hercules Technology Growth Capital,,2013
InspireMD,Hercules Technology Growth Capital,,2013
Virident Systems,Hercules Technology Growth Capital,,2012
ViewRay,Hercules Technology Growth Capital,,2013
Cell Therapeutics,Hercules Technology Growth Capital,,2013
AcelRx Pharmaceuticals,Hercules Technology Growth Capital,,2013
ONFocus Healthcare,Heritage Group,,2010
Shareable Ink,Heritage Group,,2010
Intralign,Heritage Group,,2013
Aviacode,Heritage Group,,2013
Vivify Health,Heritage Group,,2013
Woofound,Heritage Group,,2013
Simplee,Heritage Group,,2013
Sharecare,Heritage Group,,2013
Conversio Health,Heritage Group,,2013
AllyAlign Health,Heritage Group,,2014
MDLIVE,Heritage Group,,2014
Heath Robinson Museum,Heritage Lottery Fund,,2013
Bluewater Bio,Hermes GPE Environmental Innovation Fund,,2012
Sefaira,Hermes GPE Environmental Innovation Fund,,2012
WEMS,Hermes GPE Environmental Innovation Fund,,2012
Sefaira,Hermes GPE Environmental Innovation Fund,,2013
Aeluros,Hermes Private Equity,,2006
AirXpanders,Heron Capital,,2006
IDEV Technologies,Heron Capital,,2010
Scale Computing,Heron Capital,,2012
AirXpanders,Heron Capital,,2012
Cherry Bird,Heronwood Investments,,2012
YDreams - Inform‡tica,Herrick Partners,,2006
ASP64,Herrikoa,,2005
HubHub,Heuvelrug Participaties,,2014
Azure Solutions,Hexagon Investments,,2005
Edenbase,Heznek Fund,,2006
Continuity Software,Heznek Fund,,2006
Zapoint,HFF Investments,,2008
IntelliFlo,HgCapital,,2013
MyWebGrocer,HGGC,,2009
MyWebGrocer,HGGC,,2013
Deem,HGGC,,2013
Multigig,Hi-Tech Venture Capital,,2008
Lakala,HIC,,2007
Lijit Networks,High Country Venture,,2007
Lijit Networks,High Country Venture,,2007
Lijit Networks,High Country Venture,,2008
Envysion,High Country Venture,,2008
LogRhythm,High Country Venture,,2009
Taligen Therapeutics,High Country Venture,,2008
Envysion,High Country Venture,,2007
LogRhythm,High Country Venture,,2008
Lijit Networks,High Country Venture,,2010
Taligen Therapeutics,High Country Venture,,2005
Kapost,High Country Venture,,2010
Digabit,High Country Venture,,2010
Lijit Networks,High Country Venture,,2011
Mosaic Biosciences,High Country Venture,,2011
FullContact,High Country Venture,,2011
FullContact,High Country Venture,,2011
Surefire Medical,High Country Venture,,2011
Kapost,High Country Venture,,2012
Qualvu,High Country Venture,,2012
Mosoro,High Country Venture,,2012
FullContact,High Country Venture,,2012
Kapost,High Country Venture,,2013
Digabit,High Country Venture,,2013
FitBionic,High Country Venture,,2013
Surefire Medical,High Country Venture,,2013
Collective IP,High Country Venture,,2013
Dataslide,High Invest,,2005
Foodspotting,High Line Venture Partners,,2010
YouAre.TV,High Line Venture Partners,,2010
HowAboutWe,High Line Venture Partners,,2010
Fashism,High Line Venture Partners,,2010
MileWise,High Line Venture Partners,,2011
Custora,High Line Venture Partners,,2012
SocialFlow,High Line Venture Partners,,2011
Listia,High Line Venture Partners,,2011
500px,High Line Venture Partners,,2011
Aereo,High Line Venture Partners,,2012
ShuttleCloud,High Line Venture Partners,,2011
Crowdtilt,High Line Venture Partners,,2012
Incident Technologies,High Line Venture Partners,,2011
Edition01,High Line Venture Partners,,2011
Stackpop,High Line Venture Partners,,2012
Twice,High Line Venture Partners,,2012
Tubular Labs,High Line Venture Partners,,2012
Aereo,High Line Venture Partners,,2011
LayerVault,High Line Venture Partners,,2012
ShuttleCloud,High Line Venture Partners,,2012
Pump Audio,High Peaks Venture Partners,,2007
Worktopia,High Peaks Venture Partners,,2007
Flat World Knowledge,High Peaks Venture Partners,,2009
TxVia,High Peaks Venture Partners,,2008
TxVia,High Peaks Venture Partners,,2009
Allworx,High Peaks Venture Partners,,2005
The NewsMarket,High Peaks Venture Partners,,2009
Apprenda,High Peaks Venture Partners,,2009
Ticketfly,High Peaks Venture Partners,,2010
Savored,High Peaks Venture Partners,,2011
Flat World Knowledge,High Peaks Venture Partners,,2011
Synaptic Digital,High Peaks Venture Partners,,2005
Kohort,High Peaks Venture Partners,,2011
Ticketfly,High Peaks Venture Partners,,2011
VYou,High Peaks Venture Partners,,2011
RealDirect,High Peaks Venture Partners,,2011
Apprenda,High Peaks Venture Partners,,2011
Zipmark,High Peaks Venture Partners,,2011
SimpleReach,High Peaks Venture Partners,,2012
SimpleReach,High Peaks Venture Partners,,2012
Routehappy,High Peaks Venture Partners,,2012
FieldLens,High Peaks Venture Partners,,2012
Amicus,High Peaks Venture Partners,,2012
Reonomy,High Peaks Venture Partners,,2013
Fashion Project,High Peaks Venture Partners,,2013
Bench,High Peaks Venture Partners,,2013
Auterra,High Peaks Venture Partners,,2006
Handshake,High Peaks Venture Partners,,2013
Keychain Logistics,High Peaks Venture Partners,,2013
Tripl,High Peaks Venture Partners,,2012
Zipmark,High Peaks Venture Partners,,2013
MakeSpace,High Peaks Venture Partners,,2013
Divide,High Peaks Venture Partners,,2010
CoreOptics,High Tech Private Equity,,2008
CoreOptics,High Tech Private Equity,,2006
CoreOptics,High Tech Private Equity,,2003
VERTILAS,High Tech Private Equity,,2006
ON DEMAND Microelectronics,High Tech Private Equity,,2005
Evotec,High-Tech Gruenderfond,,2006
Qiro,High-Tech Gruenderfonds,,2007
MIKESTAR,High-Tech Gruenderfonds,,2008
United Maps,High-Tech Gruenderfonds,,2008
c-LEcta,High-Tech Gruenderfonds,,2008
baimos technologies,High-Tech Gruenderfonds,,2008
EcoIntense,High-Tech Gruenderfonds,,2008
pluriSelect,High-Tech Gruenderfonds,,2009
Microstim,High-Tech Gruenderfonds,,2009
sim4tec,High-Tech Gruenderfonds,,2008
ubigrate,High-Tech Gruenderfonds,,2009
Clean Mobile,High-Tech Gruenderfonds,,2008
HiperScan,High-Tech Gruenderfonds,,2009
Liquiverse,High-Tech Gruenderfonds,,2009
clickworker GmbH,High-Tech Gruenderfonds,,2010
